scene_ID,frame_ID,object_ID,category,x,y,z,roll,pitch,yaw
0020,0,ego,CAR,-1e-09,0.0,0.0,0.0,0.0,0.0
0020,1,ego,CAR,0.378205313,-0.004326283,0.000506257,6.029408822438853e-05,0.0002594450886501676,-4.692432234998378e-05
0020,2,ego,CAR,0.719524242,-0.006956811,-0.000383845,-0.00027326274502570413,0.0005660132986200495,0.0001262113479691962
0020,3,ego,CAR,1.058156704,-0.010361075,-0.000909682,-0.00026942079106273553,0.0002402609916734022,-1.8447134946253385e-05
0020,4,ego,CAR,1.42817647,-0.014589127,-0.002094531,-0.00015327679238108516,0.00012109132884186025,-6.951722047388031e-05
0020,5,ego,CAR,1.761953229,-0.01860612,-0.003310454,7.168683090696959e-05,0.00046400496712362127,-0.00035053415799124465
0020,6,ego,CAR,2.092903971,-0.024015406,-0.002704407,0.0002519531787319451,0.0002534322041212178,-0.00046291295783662534
0020,7,ego,CAR,2.452997525,-0.028360187,-0.002103445,7.725006654712985e-05,-0.00010133612525153879,-0.00027502909048093827
0020,8,ego,CAR,2.777639601,-0.032130329,-0.001726119,-0.0001979781026530958,0.00020183405943940969,8.025398106425996e-05
0020,9,ego,CAR,3.130830987,-0.034678347,-0.001866699,-0.0005896524638657752,0.00019700971471303674,0.0005013666529682936
0020,10,ego,CAR,3.448446233,-0.037618426,-0.002202223,-0.0005447599570782558,0.00017292817440850428,0.0006750092085034964
0020,11,ego,CAR,3.763120219,-0.04100751,-0.001500683,-0.00043136193798254396,0.0003002057044412254,0.0009847269758234134
0020,12,ego,CAR,4.105892061,-0.04411085,-0.001495876,-0.00021127633592854522,0.0005648419850325936,0.00139937975284532
0020,13,ego,CAR,4.413563207,-0.046714904,-0.00181385,-0.00015076520020684825,0.00037318612616576985,0.0018466177560227948
0020,14,ego,CAR,4.717692945,-0.04957,-0.001586676,8.889603673623014e-05,-0.00015680395138595316,0.002345782139924424
0020,15,ego,CAR,5.04905826,-0.051067809,-0.00186237,-0.00025549746384534444,-0.00014305484360477294,0.0028810027722139253
0020,16,ego,CAR,5.346957022,-0.05176038,-0.00265158,-0.000798869828292581,-3.480498829588896e-05,0.0031141506294645183
0020,17,ego,CAR,5.641531011,-0.052734086,-0.003298562,-0.0010240821146254575,6.702919485146452e-05,0.003358159018169715
0020,18,ego,CAR,5.962694455,-0.054579374,-0.003410367,-0.0011362425221275174,-3.1177782724434167e-05,0.0036579751267389327
0020,19,ego,CAR,6.251341318,-0.056988658,-0.003871307,-0.0009728207218984153,-0.0002159933299701322,0.0037818058929603993
0020,20,ego,CAR,6.565874537,-0.05880379,-0.005164218,-0.0009613185152286263,-0.0003557021919196046,0.0038983039275723996
0020,21,ego,CAR,6.848275888,-0.059603292,-0.006209774,-0.001060692527035556,-0.0003934510517678014,0.004108216707026102
0020,22,ego,CAR,7.127754299,-0.06097284,-0.006647469,-0.0009094692922690939,-0.0004903530127164935,0.00408557147751587
0020,23,ego,CAR,7.430946575,-0.062278629,-0.005994662,-0.0009050097615670438,-0.0006950101008547094,0.004046503867636275
0020,24,ego,CAR,7.704093045,-0.063118922,-0.005624711,-0.0010443127657975282,-0.00035094370769295224,0.0041196896571946695
0020,25,ego,CAR,7.974566484,-0.063544247,-0.00590956,-0.0013933856519052767,0.0001521613640198538,0.00411783266837773
0020,26,ego,CAR,8.268175967,-0.063658104,-0.006333573,-0.0019023903260695363,6.325193551814934e-05,0.004198838305519814
0020,27,ego,CAR,8.532255037,-0.063939967,-0.007161755,-0.00214460868864208,-0.0003236870844363082,0.004217351373614342
0020,28,ego,CAR,8.793718376,-0.063730427,-0.008344155,-0.0024180235422086582,8.74462004989418e-05,0.004105265761372046
0020,29,ego,CAR,9.079036277,-0.065742882,-0.008430974,-0.0021022668371744047,0.0004968097893014445,0.0039926179741023304
0020,30,ego,CAR,9.334601337,-0.066583591,-0.009219738,-0.0019520339065035586,3.4208041311156734e-05,0.003829982900381168
0020,31,ego,CAR,9.613119815,-0.067734206,-0.010204001,-0.0017412804442811236,3.6042796506485786e-05,0.0035311383961005305
0020,32,ego,CAR,9.864114248,-0.068671246,-0.010895994,-0.0018817150537255856,0.00019754491569434762,0.0034653088972369517
0020,33,ego,CAR,10.11355901,-0.069355668,-0.011639254,-0.002253497584883135,0.00019809809468895878,0.0032528916034468836
0020,34,ego,CAR,10.389500751,-0.070592304,-0.011536862,-0.002682755712411833,-0.0009136969354512914,0.003210000352726894
0020,35,ego,CAR,10.643972906,-0.072197892,-0.012328066,-0.0026352963969102916,-0.0017326260885974776,0.0032831655870388943
0020,36,ego,CAR,10.902780627,-0.07408265,-0.013050878,-0.0023689165846985105,-0.0023016641829984863,0.0033353065753898292
0020,37,ego,CAR,11.193597537,-0.075477366,-0.013954194,-0.002283458433579355,-0.002541393946722259,0.0036099903157449376
0020,38,ego,CAR,11.463535129,-0.076465842,-0.015118654,-0.002386734302945115,-0.0026937582683324024,0.00372796409315157
0020,39,ego,CAR,11.740285089,-0.077593522,-0.016663243,-0.0023448858115084903,-0.003115005093484946,0.004190920570994905
0020,40,ego,CAR,12.052939737,-0.078855793,-0.017594056,-0.0022539880752283636,-0.0035543737330412384,0.004875921715475684
0020,41,ego,CAR,12.346183175,-0.079720151,-0.01891517,-0.0021299055392702826,-0.003823675706744467,0.00566263442588788
0020,42,ego,CAR,12.679308312,-0.079763115,-0.020123188,-0.0022937671098040013,-0.0038662581882134006,0.006605171863961701
0020,43,ego,CAR,12.993160197,-0.078541556,-0.021638871,-0.0027034427229519764,-0.004298366491223504,0.007379834547579733
0020,44,ego,CAR,13.317717646,-0.077841323,-0.02297507,-0.0028203990745812035,-0.004824887249018861,0.008020829831914433
0020,45,ego,CAR,13.688230671,-0.077147565,-0.025046779,-0.0025142955115864396,-0.005313094122164408,0.00889731569649932
0020,46,ego,CAR,14.038247817,-0.076078264,-0.027250075,-0.0025857076794917333,-0.0056744297722772785,0.009511666055489698
0020,47,ego,CAR,14.400809328,-0.074401132,-0.029595258,-0.0028318939719218506,-0.005929632388542494,0.010213578779771915
0020,48,ego,CAR,14.815368387,-0.072963584,-0.032284874,-0.002676774703979312,-0.005944217430840837,0.010772390145266542
0020,49,ego,CAR,15.204783108,-0.072088301,-0.034322161,-0.0024172785082896553,-0.006246781807521362,0.010966483216243716
0020,50,ego,CAR,15.60779334,-0.070536657,-0.036659802,-0.0026613564968833714,-0.006382661852601057,0.01094654028671549
0020,51,ego,CAR,16.066091227,-0.068494119,-0.039329483,-0.0031813764152914814,-0.006316468288130039,0.011082775129320765
0020,52,ego,CAR,16.496434559,-0.067893604,-0.040432488,-0.003060641764770722,-0.006400149799934418,0.011395805468444209
0020,53,ego,CAR,16.984429636,-0.067304559,-0.04123109,-0.002905051773927525,-0.006794952793150344,0.011320519222928205
0020,54,ego,CAR,17.442180184,-0.06662915,-0.042494924,-0.002710389843612937,-0.00720151057925289,0.0110454833276723
0020,55,ego,CAR,17.913865072,-0.065290656,-0.045455453,-0.0026514285483401068,-0.0070615911849927215,0.011102906553411174
0020,56,ego,CAR,18.446829608,-0.062935123,-0.048411821,-0.003185623886794886,-0.00742867478334297,0.011451145210884306
0020,57,ego,CAR,18.94539914,-0.060783316,-0.05041541,-0.0035743010154334343,-0.007671139669858107,0.011430136120379686
0020,58,ego,CAR,19.455945116,-0.058933852,-0.052686228,-0.003277091836142887,-0.007991427884882718,0.011234139988552272
0020,59,ego,CAR,20.033217034,-0.057009467,-0.054981579,-0.003184695566686102,-0.007796389128677639,0.011315820513694064
0020,60,ego,CAR,20.571286594,-0.055122927,-0.057286001,-0.0030550087525575975,-0.0072562234307085305,0.011622685231710506
0020,61,ego,CAR,21.121916318,-0.052146072,-0.060018724,-0.0032044742475818566,-0.006935598930916331,0.011530712147424182
0020,62,ego,CAR,21.740533795,-0.048678758,-0.063501598,-0.00328470361112565,-0.006966780874592793,0.011311707932200932
0020,63,ego,CAR,22.316273404,-0.046244747,-0.066189685,-0.003821260989639974,-0.00560552269506065,0.011537232405000708
0020,64,ego,CAR,22.958178757,-0.044258202,-0.068603091,-0.0033443884786885647,-0.003250678825765796,0.011599513811897388
0020,65,ego,CAR,23.5440176,-0.042527383,-0.070910729,-0.003008319984513008,-0.0010155262022553124,0.011544189595486642
0020,66,ego,CAR,24.128531874,-0.040492175,-0.074192571,-0.002911297135234747,0.0007850215853841824,0.011915277154630033
0020,67,ego,CAR,24.769489898,-0.03772952,-0.078253368,-0.0031192019734387344,0.0021563742811787634,0.012259007946267886
0020,68,ego,CAR,25.349223121,-0.035019948,-0.081996622,-0.0032237219223887337,0.0024028821632482433,0.01229180800851637
0020,69,ego,CAR,25.927206511,-0.032324068,-0.0852172,-0.003302057710730111,0.0025144020032379366,0.012636953262250117
0020,70,ego,CAR,26.561136295,-0.030026458,-0.088092515,-0.003213203148169974,0.0025501998056798314,0.013109502437979259
0020,71,ego,CAR,27.135636048,-0.028076374,-0.091305511,-0.002941780641305236,0.0026571015691541078,0.013238801673905343
0020,72,ego,CAR,27.708644541,-0.025213054,-0.094924288,-0.0032783600669237245,0.0029878089992649848,0.013386891780905685
0020,73,ego,CAR,28.336086749,-0.021264773,-0.098955756,-0.0038067047448073765,0.0034001807235481962,0.013879089063749461
0020,74,ego,CAR,28.903730962,-0.018926471,-0.101723039,-0.0036215376675414745,0.0030730420590816543,0.014040551998263595
0020,75,ego,CAR,29.5249644,-0.01611431,-0.104804927,-0.0034352669920618695,0.003227810140549181,0.014192132865108675
0020,76,ego,CAR,30.087263872,-0.013282858,-0.107664024,-0.0038099690292741073,0.0035902452238532057,0.014666871424237726
0020,77,ego,CAR,30.64587022,-0.010218646,-0.111173418,-0.0039640222442169915,0.0035283467594302564,0.014927079333951099
0020,78,ego,CAR,31.256686087,-0.006827466,-0.114661461,-0.004088451908218715,0.0032030237868765354,0.015028508485415593
0020,79,ego,CAR,31.808961084,-0.003856218,-0.117097215,-0.004327879170643811,0.003480971649975295,0.015354519419743973
0020,80,ego,CAR,32.358134789,-0.000871928,-0.120118205,-0.004364640359745486,0.0036428804455117536,0.015824470690031234
0020,81,ego,CAR,32.957472338,0.002594942,-0.12349298,-0.003922331586270644,0.002692000542690476,0.01589616216078049
