0	1	7.762953e+02	1.673467e+02	1241	374	2.921483e+00	1.510843e+00	6.348542e+00	-1.570796e+00
0	2	7.164951e+02	1.792167e+02	8.563204e+02	2.701111e+02	2.994469e+00	1.532878e+00	1.316975e+01	-1.570796e+00
0	3	6.875836e+02	1.787963e+02	7.588014e+02	2.368532e+02	2.908125e+00	1.583429e+00	1.929900e+01	-1.511817e+00
0	4	3.860497e+02	1.922430e+02	4.631886e+02	2.449576e+02	-6.037999e+00	2.202901e+00	2.371284e+01	1.587202e+00
0	5	4.963603e+02	1.891209e+02	5.273645e+02	2.129305e+02	-6.310451e+00	2.495242e+00	4.648671e+01	1.561516e+00
0	6	6.372382e+02	1.791972e+02	6.659062e+02	2.021556e+02	2.822686e+00	1.964954e+00	5.000362e+01	-1.572189e+00
0	7	5.083880e+02	1.876597e+02	5.369232e+02	2.080821e+02	-6.285505e+00	2.457626e+00	5.206667e+01	1.583558e+00
1	1	7.983302e+02	1.701971e+02	1241	374	2.904668e+00	1.520341e+00	5.253289e+00	-1.570796e+00
1	2	7.252093e+02	1.804653e+02	8.835455e+02	2.813126e+02	2.998431e+00	1.541087e+00	1.205869e+01	-1.570796e+00
1	3	6.924971e+02	1.782990e+02	7.689053e+02	2.402519e+02	2.914864e+00	1.562705e+00	1.817821e+01	-1.507274e+00
1	4	3.739590e+02	1.943709e+02	4.563903e+02	2.502808e+02	-6.040802e+00	2.244779e+00	2.259465e+01	1.587202e+00
1	5	4.931959e+02	1.895393e+02	5.251604e+02	2.139854e+02	-6.328615e+00	2.497685e+00	4.538231e+01	1.561494e+00
1	6	6.373835e+02	1.806870e+02	6.667390e+02	2.042140e+02	2.789905e+00	2.053695e+00	4.888700e+01	-1.572096e+00
1	7	5.056659e+02	1.904154e+02	5.350006e+02	2.115249e+02	-6.315254e+00	2.637259e+00	5.096072e+01	1.583536e+00
2	1	8.276049e+02	1.701647e+02	1241	374	2.887659e+00	1.511487e+00	4.158227e+00	-1.570796e+00
2	2	7.354018e+02	1.788282e+02	9.173961e+02	2.919990e+02	3.001961e+00	1.508398e+00	1.094807e+01	-1.570796e+00
2	3	6.979986e+02	1.777292e+02	7.804799e+02	2.441389e+02	2.921603e+00	1.541981e+00	1.705742e+01	-1.502731e+00
2	4	3.604600e+02	1.921781e+02	4.489009e+02	2.508594e+02	-6.045146e+00	2.140752e+00	2.147799e+01	1.587202e+00
2	5	4.902575e+02	1.880685e+02	5.232102e+02	2.130265e+02	-6.324016e+00	2.378302e+00	4.427942e+01	1.561473e+00
2	6	6.382113e+02	1.790184e+02	6.683426e+02	2.030928e+02	2.803752e+00	1.933960e+00	4.777262e+01	-1.572003e+00
2	7	5.036125e+02	1.882185e+02	5.337276e+02	2.096304e+02	-6.292742e+00	2.452481e+00	4.985784e+01	1.583515e+00
3	1	8.684328e+02	1.699869e+02	1241	374	2.870619e+00	1.499755e+00	3.063196e+00	-1.570796e+00
3	2	7.475092e+02	1.751312e+02	9.606752e+02	3.040941e+02	3.005308e+00	1.458373e+00	9.837621e+00	-1.570796e+00
3	3	7.042001e+02	1.770701e+02	7.938718e+02	2.486278e+02	2.928343e+00	1.521257e+00	1.593663e+01	-1.498189e+00
3	4	3.453613e+02	1.923471e+02	4.406770e+02	2.545886e+02	-6.048653e+00	2.116012e+00	2.036050e+01	1.587202e+00
3	5	4.871626e+02	1.865256e+02	5.211642e+02	2.120166e+02	-6.319418e+00	2.258919e+00	4.317652e+01	1.561451e+00
3	6	6.390771e+02	1.772430e+02	6.700261e+02	2.019158e+02	2.817599e+00	1.814226e+00	4.665823e+01	-1.571910e+00
3	7	5.014623e+02	1.859263e+02	5.323993e+02	2.076465e+02	-6.270231e+00	2.267704e+00	4.875497e+01	1.583493e+00
4	1	9.293389e+02	1.679684e+02	1241	374	2.853551e+00	1.485348e+00	1.968192e+00	-1.570796e+00
4	2	7.621922e+02	1.758345e+02	1.018091e+03	3.257356e+02	3.009217e+00	1.461551e+00	8.726621e+00	-1.570796e+00
4	3	7.112442e+02	1.762987e+02	8.095455e+02	2.538701e+02	2.935082e+00	1.500533e+00	1.481584e+01	-1.493646e+00
4	4	3.283235e+02	1.913522e+02	4.315692e+02	2.573706e+02	-6.052523e+00	2.056826e+00	1.924337e+01	1.587202e+00
4	5	4.837421e+02	1.858273e+02	5.188903e+02	2.119597e+02	-6.321764e+00	2.195440e+00	4.206542e+01	1.561656e+00
4	6	6.399835e+02	1.753769e+02	6.717956e+02	2.006788e+02	2.831447e+00	1.694491e+00	4.554384e+01	-1.571817e+00
4	7	4.989605e+02	1.841796e+02	5.308015e+02	2.062747e+02	-6.261821e+00	2.127375e+00	4.764461e+01	1.583699e+00
5	1	1.046647e+03	1.710325e+02	1241	374	2.908780e+00	1.485091e+00	8.645160e-01	-1.570796e+00
5	2	7.803002e+02	1.765220e+02	1.097759e+03	3.554765e+02	3.013102e+00	1.462438e+00	7.615644e+00	-1.570796e+00
5	3	7.193151e+02	1.753837e+02	8.281390e+02	2.600727e+02	2.941821e+00	1.479809e+00	1.369504e+01	-1.489103e+00
5	4	3.089716e+02	1.917278e+02	4.214507e+02	2.623397e+02	-6.055962e+00	2.038544e+00	1.812581e+01	1.587202e+00
5	5	4.801278e+02	1.850927e+02	5.164980e+02	2.118996e+02	-6.324109e+00	2.131960e+00	4.095433e+01	1.561862e+00
5	6	6.409335e+02	1.734132e+02	6.736577e+02	1.993770e+02	2.845294e+00	1.574757e+00	4.442946e+01	-1.571725e+00
5	7	4.963469e+02	1.836636e+02	5.291429e+02	2.062635e+02	-6.252480e+00	2.075213e+00	4.653333e+01	1.583904e+00
6	2	8.021906e+02	1.796574e+02	1.215725e+03	374	2.998377e+00	1.476691e+00	6.478737e+00	-1.570796e+00
6	3	7.271012e+02	1.757974e+02	8.503780e+02	2.689692e+02	2.936356e+00	1.482300e+00	1.258978e+01	-1.494952e+00
6	4	2.879111e+02	1.924462e+02	4.108289e+02	2.682423e+02	-6.050207e+00	2.028924e+00	1.704108e+01	1.587202e+00
6	5	4.764436e+02	1.858169e+02	5.141077e+02	2.134736e+02	-6.318862e+00	2.154876e+00	3.984239e+01	1.562067e+00
6	6	6.418303e+02	1.739003e+02	6.755036e+02	2.005570e+02	2.853265e+00	1.601888e+00	4.332394e+01	-1.571632e+00
6	7	4.936137e+02	1.845865e+02	5.274203e+02	2.078506e+02	-6.242123e+00	2.119232e+00	4.542105e+01	1.584109e+00
7	2	8.309479e+02	1.823241e+02	1241	374	2.983631e+00	1.488897e+00	5.341851e+00	-1.570796e+00
7	3	7.362043e+02	1.763034e+02	8.775837e+02	2.798477e+02	2.930891e+00	1.484790e+00	1.148452e+01	-1.500801e+00
7	4	2.636374e+02	1.938944e+02	3.989125e+02	2.758521e+02	-6.044285e+00	2.035091e+00	1.595620e+01	1.587202e+00
7	5	4.725379e+02	1.865809e+02	5.115861e+02	2.151423e+02	-6.313615e+00	2.177792e+00	3.873045e+01	1.562273e+00
7	6	6.427720e+02	1.744142e+02	6.774506e+02	2.018017e+02	2.861236e+00	1.629020e+00	4.221843e+01	-1.571539e+00
7	7	4.907369e+02	1.855539e+02	5.256150e+02	2.095211e+02	-6.231765e+00	2.163252e+00	4.430877e+01	1.584315e+00
7	96	2.505124e+02	1.947744e+02	3.102150e+02	2.213698e+02	-2.083197e+01	2.939186e+00	4.573870e+01	-1.565152e+00
