0	1	2.867032e+02	1.871137e+02	5.279531e+02	2.925635e+02	-3.241406e+00	1.675621e+00	1.179621e+01	2.354755e+00
1	1	2.199246e+02	1.859428e+02	4.825608e+02	2.993575e+02	-3.881913e+00	1.642897e+00	1.109866e+01	2.301735e+00
2	1	1.384445e+02	1.875873e+02	4.307350e+02	3.124700e+02	-4.516514e+00	1.654477e+00	1.031127e+01	2.242720e+00
3	1	4.684479e+01	1.866184e+02	3.770603e+02	3.241825e+02	-5.086139e+00	1.624464e+00	9.522954e+00	2.213507e+00
4	1	0	1.890687e+02	3.144543e+02	3.418202e+02	-5.637172e+00	1.641720e+00	8.684239e+00	2.165779e+00
4	2	1.216378e+03	1.788449e+02	1241	2.224552e+02	2.530731e+01	1.832670e+00	2.668770e+01	-2.485576e+00
5	1	0	1.953439e+02	2.448896e+02	3.509385e+02	-6.119655e+00	1.702888e+00	7.815429e+00	2.109703e+00
5	2	1.179671e+03	1.780785e+02	1241	2.215894e+02	2.442475e+01	1.819946e+00	2.742855e+01	-2.478897e+00
6	1	0	1.929298e+02	1.622595e+02	3.465522e+02	-6.573138e+00	1.646288e+00	6.915062e+00	2.054480e+00
6	2	1.143113e+03	1.773156e+02	1241	2.207464e+02	2.354218e+01	1.807221e+00	2.816940e+01	-2.472219e+00
7	1	0	1.983541e+02	6.341227e+01	3.500600e+02	-6.980149e+00	1.677044e+00	5.996869e+00	1.987440e+00
7	2	1.108114e+03	1.765553e+02	1241	2.199249e+02	2.265960e+01	1.794496e+00	2.891025e+01	-2.465541e+00
8	2	1.076796e+03	1.768717e+02	1.212835e+03	2.194201e+02	2.187266e+01	1.813028e+00	2.964192e+01	-2.430066e+00
9	2	1.047180e+03	1.772229e+02	1.179543e+03	2.187593e+02	2.108572e+01	1.831560e+00	3.037360e+01	-2.394591e+00
10	2	1.017014e+03	1.765311e+02	1.144239e+03	2.169301e+02	2.021398e+01	1.807155e+00	3.114446e+01	-2.396880e+00
11	2	9.891603e+02	1.768330e+02	1.111889e+03	2.161478e+02	1.942608e+01	1.824503e+00	3.198421e+01	-2.375232e+00
12	2	9.627947e+02	1.771201e+02	1.081119e+03	2.154062e+02	1.863817e+01	1.841850e+00	3.282396e+01	-2.353583e+00
