scene_ID,frame_ID,object_ID,category,x,y,z,roll,pitch,yaw
0,1,1,CAR,13.1281,4.35885,-1.02309,0.0,0.0,0.0
0,1,2,BICYCLE,5.95178,-1.64485,-0.337225,0.0,0.0,0.0
0,2,1,CAR,13.5759,4.63573,-1.036,0.007503081491980534,-0.0045715768932170775,0.031429545519412905
0,2,2,BICYCLE,6.35827,-1.5641,-0.341412,0.00520893349611562,0.004642836017591634,0.0025463643525434065
0,3,1,CAR,14.0152,4.92518,-1.04568,0.01511842813208153,-0.008845037580750947,0.06278814641700237
0,3,2,BICYCLE,6.76459,-1.48205,-0.34711,0.010410036193221561,0.009305852828459749,0.005106695008018747
0,4,1,CAR,14.4463,5.22493,-1.05352,0.022799125104706608,-0.012737489250063128,0.09394001486428927
0,4,2,BICYCLE,7.17078,-1.39832,-0.35442,0.01560874201340079,0.014003911756967469,0.007726897855483195
0,5,1,CAR,14.8698,5.53239,-1.06064,0.0305018156765553,-0.016196025285698745,0.12473769892298137
0,5,2,BICYCLE,7.57693,-1.3124,-0.363382,0.020809092822768882,0.018742452465150272,0.010466453645094909
0,6,1,CAR,15.2862,5.84544,-1.06697,0.03821038949725297,-0.019246614664021333,0.15507230896440483
0,6,2,BICYCLE,7.98312,-1.22338,-0.373989,0.02601501952663332,0.023522280321683908,0.013426377207506945
0,7,1,CAR,15.696,6.16256,-1.07272,0.045903193215147464,-0.021900586682515488,0.18488287321932972
0,7,2,BICYCLE,8.38951,-1.12994,-0.386255,0.031231580406308357,0.028350623313641243,0.016744045395762797
0,8,1,CAR,16.0994,6.48287,-1.07825,0.05355998480640389,-0.024161490322839985,0.2141505497609586
0,8,2,BICYCLE,8.79618,-1.03038,-0.400266,0.0364637354725903,0.03324694275759654,0.02058035806582481
0,9,1,CAR,16.4964,6.80627,-1.08354,0.061173757372344095,-0.026047974550787778,0.2429074295228455
0,9,2,BICYCLE,9.20325,-0.922624,-0.415682,0.041706838387238765,0.038186283200614124,0.02511894057494679
0,10,1,CAR,16.8867,7.1336,-1.08851,0.06874630529300108,-0.027575790489820395,0.2712369309237772
0,10,2,BICYCLE,9.61068,-0.804971,-0.4316,0.04694493850627035,0.04309221403454977,0.03048164776395268
0,11,1,CAR,17.2697,7.46572,-1.09298,0.07628280351956329,-0.028761317094942562,0.29921500759405717
0,11,2,BICYCLE,10.0183,-0.676322,-0.447201,0.052161851400324366,0.0479062968293249,0.036715718194736624
0,12,1,CAR,17.6454,7.80267,-1.09736,0.08377009185732298,-0.029595189030106717,0.32687080580718497
0,12,2,BICYCLE,10.4259,-0.535834,-0.462755,0.05735115398380053,0.05268477492392698,0.04383208576357234
0,13,1,CAR,18.0144,8.14264,-1.1021,0.09118495730198095,-0.030079937645046684,0.35412084716247083
0,13,2,BICYCLE,10.8331,-0.383232,-0.478334,0.06250319226479695,0.05745814771191249,0.051787716398136396
0,14,1,CAR,18.377,8.48515,-1.10763,0.09851038259992784,-0.030213799948827003,0.3809564225431359
0,14,2,BICYCLE,11.2395,-0.218921,-0.494857,0.06761360501787861,0.06232638225043985,0.06047654866200336
0,15,1,CAR,18.7337,8.82931,-1.11414,0.10573398432104097,-0.030009043825051762,0.4073544074901809
0,15,2,BICYCLE,11.6446,-0.0425218,-0.512815,0.07267531464609345,0.06734560584261473,0.06987442980238434
0,16,1,CAR,19.085,9.17432,-1.12222,0.11283563868086333,-0.029461910539678726,0.43328652870666495
0,16,2,BICYCLE,12.0482,0.14621,-0.531307,0.07767911772723801,0.07244797794362334,0.0799573207296973
0,17,1,CAR,19.4314,9.51919,-1.13202,0.1198045808061452,-0.028590702332970785,0.45871794431714363
0,17,2,BICYCLE,12.4496,0.347091,-0.549548,0.08261887716847971,0.0775789806396201,0.0906695568648006
0,18,1,CAR,19.7681,9.85822,-1.14482,0.12294490404007252,-0.02715905308926647,0.46730248415919284
0,18,2,BICYCLE,12.8506,0.565793,-0.559502,0.08459109778268958,0.07951768687454219,0.10328311642237864
0,19,1,CAR,20.1019,10.2002,-1.15731,0.12606142577059964,-0.025678289823190426,0.4758781483907777
0,19,2,BICYCLE,13.2485,0.791482,-0.570665,0.08653096062097321,0.08161026924761039,0.11603032793399493
0,20,1,CAR,20.4333,10.5436,-1.17031,0.1291333273775952,-0.024127657354796384,0.4843748460263573
0,20,2,BICYCLE,13.6432,1.02624,-0.582626,0.08843208715056328,0.0838350229775302,0.12906415123746928
0,21,1,CAR,20.763,10.8873,-1.18341,0.13216416211852478,-0.022535216700648064,0.492734149857732
0,21,2,BICYCLE,14.0342,1.27197,-0.594005,0.09029172264561991,0.08610247529594428,0.14251832701298284
0,22,1,CAR,21.0914,11.2306,-1.19521,0.13517971908944437,-0.02096025271979496,0.5009419319776427
0,22,2,BICYCLE,14.4212,1.5293,-0.605372,0.09210199957453424,0.08846034238214395,0.15641390682096468
0,23,1,CAR,21.4187,11.5735,-1.20613,0.13816974660109294,-0.019388714817484498,0.5089925154483801
0,23,2,BICYCLE,14.8036,1.79916,-0.616188,0.09385791211347794,0.090878795751828,0.17079769810717593
0,24,1,CAR,21.7452,11.9149,-1.21698,0.14111667564062058,-0.017799824385922314,0.5168489787146804
0,24,2,BICYCLE,15.1811,2.08276,-0.625979,0.0955539077128984,0.09333806019916535,0.1857351581304174
0,25,1,CAR,22.0711,12.2547,-1.22735,0.1440276593875205,-0.016210756106851854,0.5245112240436427
0,25,2,BICYCLE,15.553,2.38022,-0.634773,0.0971832733644784,0.09584382599625219,0.2012105383468965
0,26,1,CAR,22.3977,12.5908,-1.2355,0.14693192725310933,-0.014699182095175622,0.5319032070310765
0,26,2,BICYCLE,15.919,2.69105,-0.644032,0.09873069488042363,0.0984883873379383,0.21716751956128633
0,27,1,CAR,22.726,12.9215,-1.24178,0.14981896262746286,-0.013265220574731451,0.5389531976418249
0,27,2,BICYCLE,16.2786,3.0147,-0.653369,0.10019761345769718,0.10124235815450211,0.23355370678938137
