0	1	6.859579e+02	1.883001e+02	7.950114e+02	2.874199e+02	2.120008e+00	1.454245e+00	1.215423e+01	-1.427147e+00
0	2	0	1.892470e+02	1.978916e+02	3.177797e+02	-7.823034e+00	1.514566e+00	1.023695e+01	-1.579235e+00
0	3	2.851864e+02	1.777776e+02	3.841353e+02	2.350890e+02	-8.192287e+00	1.365568e+00	2.180815e+01	-1.570796e+00
0	4	3.448313e+02	1.841166e+02	4.811217e+02	2.700119e+02	-3.763502e+00	1.455624e+00	1.439951e+01	-1.556216e+00
0	5	4.612280e+02	1.770760e+02	5.247135e+02	2.262868e+02	-3.913699e+00	1.300225e+00	2.477117e+01	-1.565577e+00
0	6	6.626744e+02	1.783027e+02	7.291573e+02	2.277847e+02	2.744247e+00	1.247852e+00	2.342919e+01	-1.570796e+00
0	8	4.916938e+02	1.803239e+02	5.384141e+02	2.148026e+02	-4.220067e+00	1.253746e+00	3.303385e+01	-1.572907e+00
0	9	4.208949e+02	1.814897e+02	4.674128e+02	2.103799e+02	-8.455218e+00	1.222339e+00	3.730853e+01	-1.564254e+00
0	14	5.322858e+02	1.805648e+02	5.574427e+02	1.991559e+02	-4.789695e+00	1.011204e+00	5.499515e+01	-1.576811e+00
0	17	5.863426e+02	1.775065e+02	6.176991e+02	2.069474e+02	-3.620950e-01	1.155939e+00	4.087537e+01	-1.585939e+00
0	127	6.462151e+02	1.798581e+02	6.760503e+02	2.068072e+02	2.945701e+00	1.146987e+00	4.045015e+01	-1.570796e+00
0	128	6.265101e+02	1.781023e+02	6.512882e+02	2.009292e+02	2.094607e+00	1.023201e+00	4.940711e+01	-1.570796e+00
0	129	0	1.530022e+02	7.431128e+01	2.146033e+02	-2.543597e+01	1.180067e+00	2.965973e+01	1.545087e+00
1	1	6.892358e+02	1.882439e+02	7.987791e+02	2.877067e+02	2.154508e+00	1.452986e+00	1.211344e+01	-1.432075e+00
1	2	0	1.892954e+02	1.922581e+02	3.176746e+02	-7.821160e+00	1.514428e+00	1.006697e+01	-1.579305e+00
1	3	2.802276e+02	1.778714e+02	3.811772e+02	2.360204e+02	-8.199239e+00	1.371108e+00	2.152079e+01	-1.570866e+00
1	4	3.404388e+02	1.841815e+02	4.792668e+02	2.714421e+02	-3.769856e+00	1.457361e+00	1.420725e+01	-1.557072e+00
1	5	4.605882e+02	1.770339e+02	5.244048e+02	2.264661e+02	-3.913155e+00	1.300050e+00	2.466781e+01	-1.565585e+00
1	6	6.627519e+02	1.791382e+02	7.285791e+02	2.286362e+02	2.735383e+00	1.272740e+00	2.341768e+01	-1.565329e+00
1	8	4.910762e+02	1.802675e+02	5.381940e+02	2.148333e+02	-4.227845e+00	1.251618e+00	3.294873e+01	-1.570315e+00
1	9	4.191543e+02	1.815028e+02	4.662439e+02	2.106751e+02	-8.451931e+00	1.224816e+00	3.696747e+01	-1.564324e+00
1	14	5.320012e+02	1.805336e+02	5.572313e+02	1.991669e+02	-4.797563e+00	1.009556e+00	5.486868e+01	-1.576850e+00
1	17	5.863455e+02	1.775358e+02	6.174746e+02	2.067630e+02	-3.698060e-01	1.154486e+00	4.115961e+01	-1.585747e+00
1	127	6.460321e+02	1.797489e+02	6.756769e+02	2.065441e+02	2.946895e+00	1.139411e+00	4.067283e+01	-1.570730e+00
1	128	6.264070e+02	1.780965e+02	6.509789e+02	2.007496e+02	2.096695e+00	1.019196e+00	4.977239e+01	-1.570605e+00
2	1	6.925438e+02	1.881875e+02	8.025732e+02	2.879952e+02	2.189008e+00	1.451728e+00	1.207266e+01	-1.437004e+00
2	2	0	1.889811e+02	1.852489e+02	3.170030e+02	-7.819060e+00	1.508058e+00	9.862155e+00	-1.579375e+00
2	3	2.751217e+02	1.779680e+02	3.781455e+02	2.369795e+02	-8.206192e+00	1.376647e+00	2.123344e+01	-1.570936e+00
2	4	3.359065e+02	1.842479e+02	4.773672e+02	2.729179e+02	-3.776210e+00	1.459099e+00	1.401499e+01	-1.557928e+00
2	5	4.599425e+02	1.769914e+02	5.240937e+02	2.266472e+02	-3.912612e+00	1.299875e+00	2.456446e+01	-1.565592e+00
2	6	6.628195e+02	1.782784e+02	7.279872e+02	2.277947e+02	2.726112e+00	1.247196e+00	2.340580e+01	-1.559862e+00
2	8	4.904554e+02	1.802108e+02	5.379726e+02	2.148642e+02	-4.235624e+00	1.249491e+00	3.286360e+01	-1.567723e+00
2	9	4.173795e+02	1.815162e+02	4.650542e+02	2.109761e+02	-8.448644e+00	1.227292e+00	3.662641e+01	-1.564394e+00
2	14	5.317152e+02	1.805022e+02	5.570189e+02	1.991778e+02	-4.805430e+00	1.007908e+00	5.474221e+01	-1.576889e+00
2	17	5.863483e+02	1.775647e+02	6.172534e+02	2.065812e+02	-3.775170e-01	1.153032e+00	4.144386e+01	-1.585555e+00
2	127	6.458511e+02	1.796410e+02	6.753077e+02	2.062839e+02	2.948089e+00	1.131835e+00	4.089551e+01	-1.570663e+00
